Organic Waste,Paper,Cardboard,Plastic (PET),Plastic (Other),Metals (Aluminum),Metals (Iron and Steel),Glass,Textiles,E-waste,Rubber,Other
39.25317,20.343716,6.8426113,9.402162,5.769531,5.057341,6.8527813,8.4602585,7.128998,3.3763757,3.1968467,3.1778235
32.469643,16.823776,6.7004194,9.187387,3.7759504,2.6347377,5.0176973,6.818509,4.3380647,2.1748674,2.3301013,4.1054797
35.037914,18.039423,7.201028,10.073427,4.038677,2.8485086,5.466281,7.291079,4.646679,2.3196828,2.505446,4.4240084
34.13615,17.612589,7.025256,9.762323,3.9464295,2.7734501,5.308776,7.1251516,4.538319,2.2688355,2.4438796,4.3121676
34.22406,17.6542,7.0423913,9.792652,3.9554224,2.7807672,5.3241305,7.1413274,4.548883,2.2737925,2.4498816,4.3230705
32.82512,16.992035,6.7697096,9.310025,3.8123145,2.664326,5.0797863,6.883918,4.38078,2.1949115,2.354371,4.1495676
34.456257,17.764105,7.0876513,9.872758,3.9791753,2.8000941,5.364687,7.1840525,4.5767846,2.2868853,2.4657342,4.3518686
34.517365,17.79303,7.0995626,9.893841,3.9854264,2.8051805,5.37536,7.1952963,4.5841274,2.290331,2.4699063,4.3594475
34.734238,17.907728,7.12793,9.9434595,4.0665073,2.8577414,5.4111695,7.2407827,4.6009617,2.3546414,2.510268,4.458082
34.12918,17.60929,7.023897,9.759918,3.9457164,2.7728698,5.307558,7.123869,4.537482,2.2684426,2.4434037,4.311303
32.488556,16.832727,6.704106,9.1939125,3.777885,2.636312,5.021001,6.821989,4.3403373,2.1759338,2.3313925,4.1078253
32.12921,16.662638,6.634063,9.069941,3.741125,2.606402,4.9582367,6.755869,4.297157,2.1556716,2.306859,4.0632577
34.024685,17.55983,7.003529,9.723869,3.935027,2.764172,5.2893066,7.104642,4.524925,2.2625506,2.4362693,4.298343
34.69224,17.875805,7.1336493,9.954172,4.003316,2.8197365,5.405905,7.227474,4.6051416,2.3001916,2.4818459,4.3811364
35.214905,18.1232,7.235527,10.134487,4.0567827,2.8632405,5.4971952,7.3236456,4.667947,2.3296628,2.5175297,4.4459596
33.704514,17.40828,6.941121,9.613411,3.9022741,2.7375226,5.233384,7.045729,4.486452,2.2444973,2.41441,4.2586336
36.592896,18.822998,7.322571,10.282872,4.3977013,3.2637925,5.8379226,7.6377506,5.137514,2.5333695,2.6737065,4.344702
35.369858,18.196545,7.265731,10.187946,4.072634,2.8761382,5.5242596,7.3521576,4.686567,2.3384,2.528109,4.4651775
35.837883,18.418074,7.356958,10.349411,4.120512,2.9150944,5.6060066,7.4382753,4.7428064,2.36479,2.5600624,4.523224
33.742783,17.426395,6.9485803,9.626614,3.906189,2.7407079,5.2400684,7.0527706,4.4910502,2.246655,2.417023,4.26338
34.17016,17.628685,7.031884,9.7740555,3.9499083,2.7762804,5.3147154,7.1314087,4.5424056,2.2707531,2.4462013,4.3163853
33.704025,17.408049,6.9410257,9.613242,3.902224,2.7374816,5.233299,7.045639,4.486393,2.2444696,2.4143767,4.258573
34.64117,17.851631,7.1236944,9.936553,3.9980917,2.8154855,5.3969846,7.218077,4.5990047,2.297312,2.478359,4.3748026
33.787582,17.4476,6.9573126,9.642069,3.9107718,2.7444367,5.2478933,7.061014,4.4964337,2.249181,2.4200816,4.268936
34.964664,18.004751,7.18675,10.048156,4.031184,2.8424115,5.453487,7.277601,4.6378765,2.3155525,2.500445,4.4149237
35.898247,18.446648,7.3687243,10.370237,4.126687,2.9201188,5.6165504,7.449383,4.75006,2.3681939,2.5641837,4.5307107
34.93446,17.990454,7.1808624,10.037735,4.0280943,2.8398976,5.448211,7.272043,4.6342473,2.3138494,2.4983826,4.4111776
34.052883,17.573175,7.009025,9.733597,3.9379113,2.766519,5.294232,7.10983,4.528313,2.2641404,2.4381945,4.3018403
34.50123,17.78539,7.0964165,9.888273,3.9837756,2.8038373,5.3725414,7.192327,4.5821886,2.289421,2.4688044,4.3574457
34.081448,17.586697,7.014593,9.743452,3.9408336,2.768897,5.299221,7.1150866,4.531746,2.2657514,2.4401448,4.305383
33.60086,17.359219,6.920917,9.577652,3.8916707,2.7288952,5.21528,7.026657,4.4739966,2.2386527,2.4073334,4.2457786
33.754498,17.431938,6.950864,9.630655,3.9073873,2.741683,5.242115,7.0549264,4.4924583,2.2473156,2.4178228,4.264833
33.86669,17.485044,6.9727325,9.669361,3.9188643,2.7510214,5.261711,7.07557,4.5059395,2.2536418,2.4254825,4.2787476
30.470406,15.87747,6.3107276,8.497662,3.571434,2.4683304,4.668503,6.4506435,4.097828,2.0621376,2.1936066,3.857525
34.19339,17.639683,7.036413,9.782072,3.952285,2.7782145,5.3187737,7.1356845,4.5451975,2.2720633,2.4477878,4.319267
34.070374,17.581455,7.012435,9.739632,3.9397006,2.7679753,5.297287,7.1130486,4.5304155,2.2651267,2.4393888,4.3040094
34.670494,17.865513,7.1294107,9.946671,4.0010915,2.8179264,5.402107,7.223473,4.6025286,2.2989655,2.480361,4.37844
35.008186,18.025352,7.1952333,10.06317,4.035636,2.846034,5.4610887,7.285609,4.6431065,2.3180065,2.5034163,4.4203215
33.347565,17.239325,6.8715444,9.490266,3.8657594,2.7078118,5.1710386,6.9800496,4.4435596,2.2243702,2.39004,4.2143636
33.07341,17.109558,6.8181067,9.395685,3.8377142,2.6849928,5.1231537,6.9296045,4.410616,2.2089117,2.3713226,4.1803617
31.640484,16.431307,6.5388,8.901333,3.6911297,2.5657225,4.8728733,6.665941,4.238429,2.1281142,2.2734919,4.0026436
35.356857,18.19039,7.263197,10.18346,4.0713043,2.8750563,5.521989,7.349766,4.6850047,2.337667,2.5272214,4.4635653
33.757805,17.433506,6.9515085,9.631796,3.9077258,2.7419581,5.2426925,7.0555353,4.4928555,2.247502,2.4180484,4.2652435
33.303566,17.2185,6.8629684,9.475087,3.8612585,2.7041497,5.163354,6.9719543,4.4382725,2.2218895,2.3870363,4.2089067
34.792274,17.923155,7.153148,9.988684,4.0135493,2.828063,5.423377,7.245881,4.617162,2.3058324,2.4886756,4.3935432
33.81772,17.461864,6.963187,9.652467,3.913855,2.7469454,5.2531576,7.06656,4.5000553,2.2508805,2.4221392,4.2726746
33.493446,17.308374,6.8999796,9.540594,3.8806825,2.7199543,5.1965184,7.006892,4.461089,2.232596,2.3999996,4.232456
35.468906,19.19435,8.39292,8.470502,4.5132794,2.631773,4.647484,6.6038475,4.912339,2.6284623,2.5590668,3.8127637
33.276722,17.205791,6.8577356,9.465825,3.8585122,2.7019153,5.1586647,6.9670143,4.4350467,2.2203755,2.3852034,4.205577
34.592705,17.82869,7.1142473,9.919831,3.9931335,2.8114514,5.388519,7.209159,4.5931807,2.294579,2.47505,4.368791
33.14492,17.143406,6.8320446,9.420355,3.8450294,2.6909447,5.135644,6.9427624,4.4192085,2.2129438,2.3762047,4.1892304
34.852596,17.951706,7.1649055,10.009493,4.0197196,2.8330836,5.4339128,7.25698,4.6244106,2.3092334,2.4927936,4.4010243
34.327503,17.703163,7.0625544,9.828339,3.9660044,2.7893772,5.3421984,7.1603613,4.5613127,2.2796254,2.4569438,4.3359003
34.815872,17.934324,7.1577477,9.996824,4.0159636,2.830027,5.427499,7.250223,4.619998,2.3071628,2.4902866,4.39647
35.696617,18.351208,7.329423,10.300676,4.106061,2.903336,5.5813327,7.4122825,4.7258315,2.3568249,2.550418,4.505704
34.225334,17.6548,7.0426393,9.793091,3.9555526,2.7808733,5.3243523,7.1415615,4.5490355,2.2738643,2.4499683,4.3232284
34.195023,17.640453,7.036731,9.782633,3.9524517,2.77835,5.3190584,7.1359844,4.545393,2.272155,2.4478989,4.319469
33.71924,17.415249,6.9439907,9.61849,3.9037805,2.738748,5.235956,7.048438,4.488221,2.2453275,2.4154153,4.26046
34.162956,17.625275,7.0304804,9.77157,3.9491713,2.775681,5.3134575,7.1300836,4.54154,2.270347,2.4457092,4.3154917
34.546776,17.806952,7.105295,9.903987,3.9884353,2.8076286,5.380497,7.2007084,4.5876617,2.2919893,2.4719143,4.3630953
33.811176,17.458767,6.961912,9.650209,3.9131856,2.7464008,5.2520146,7.0653553,4.499269,2.2505116,2.4216924,4.271863
32.580917,16.876446,6.722109,9.225777,3.7873335,2.6439996,5.0371327,6.838984,4.3514357,2.1811416,2.3376985,4.1192803
33.981808,17.539534,6.9951715,9.709076,3.9306407,2.7606034,5.2818174,7.096752,4.5197725,2.2601328,2.433342,4.293025
32.89714,17.026125,6.7837477,9.334873,3.8196824,2.6703207,5.092366,6.8971705,4.389435,2.1989725,2.3592882,4.1585
32.346394,16.765438,6.676396,9.144867,3.7633424,2.624479,4.99617,6.7958307,4.3232546,2.1679177,2.3216867,4.0901937
35.07049,18.054844,7.207378,10.084666,4.04201,2.8512201,5.4719715,7.2970734,4.6505938,2.3215199,2.5076702,4.428049
34.236065,17.659882,7.044731,9.796793,3.9566503,2.7817664,5.326227,7.143536,4.5503254,2.2744694,2.4507008,4.324559
35.201916,18.11705,7.232995,10.130007,4.0554543,2.8621593,5.4949265,7.3212557,4.666386,2.3289304,2.516643,4.4443483
33.774876,17.441586,6.954836,9.637686,3.909472,2.743379,5.245674,7.058676,4.494907,2.2484646,2.419214,4.2673607
31.897205,16.552822,6.5888405,8.989901,3.717392,2.587091,4.9177136,6.7131796,4.2692785,2.1425898,2.2910192,4.0344834
35.84989,18.423758,7.359298,10.353554,4.12174,2.9160938,5.6081038,7.440485,4.7442493,2.365467,2.5608823,4.5247135
35.834812,18.41662,7.3563595,10.348352,4.120198,2.9148388,5.60547,7.437711,4.7424374,2.3646169,2.5598528,4.5228434
35.258514,18.14384,7.2440276,10.149533,4.061244,2.8668704,5.5048122,7.3316703,4.6731873,2.3321218,2.5205073,4.4513683
34.400208,17.737576,7.076726,9.853422,3.9734418,2.7954292,5.3548975,7.1737394,4.57005,2.283725,2.4619079,4.3449173
34.022987,17.559025,7.0031977,9.723282,3.934853,2.7640307,5.28901,7.104329,4.5247207,2.2624547,2.4361534,4.298132
35.565784,18.28928,7.3039207,10.255539,4.092677,2.892446,5.558481,7.388209,4.7101097,2.3494475,2.5414853,4.489477
37.767387,19.655146,6.9206953,9.303719,5.2903585,4.5011106,6.4627523,8.124493,6.498083,3.1154103,2.99921,3.3966384
34.466988,17.769184,7.0897427,9.87646,3.980273,2.8009872,5.366561,7.1860266,4.578074,2.2874904,2.466467,4.353199
34.132965,17.61108,7.0246344,9.761224,3.9461033,2.7731848,5.308219,7.124565,4.537936,2.268656,2.443662,4.3117723
34.737885,17.89741,7.1425457,9.969918,4.007985,2.8235354,5.4138765,7.2358727,4.610626,2.3027654,2.484962,4.386797
34.288887,17.684885,7.055028,9.815018,3.9620543,2.7861633,5.3354535,7.1532564,4.556673,2.277448,2.4543076,4.331111
34.18257,17.63456,7.0343037,9.7783375,3.951178,2.7773137,5.3168836,7.1336927,4.543897,2.2714531,2.4470487,4.3179245
33.51552,17.318823,6.904282,9.548209,3.8829405,2.7217917,5.200374,7.010954,4.4637413,2.2338405,2.401507,4.235194
35.553253,17.575182,7.516302,9.390631,4.050461,2.991681,4.8892965,6.9972353,4.8003263,2.3264384,2.395495,4.250884
34.50551,17.787416,7.097251,9.88975,3.9842134,2.8041935,5.373289,7.1931143,4.5827026,2.2896624,2.4690967,4.357977
34.21482,17.649826,7.0405903,9.789465,3.9544773,2.7799983,5.3225164,7.1396275,4.5477724,2.2732716,2.4492507,4.3219247
34.648773,17.855228,7.125176,9.939175,3.998869,2.8161182,5.3983116,7.2194753,4.599918,2.2977405,2.4788778,4.375745
33.969456,17.533686,6.9927635,9.704815,3.929377,2.7595751,5.27966,7.0944796,4.5182886,2.2594364,2.4324985,4.2914934
34.2315,17.65772,7.0438414,9.795219,3.9561834,2.7813866,5.32543,7.1426964,4.549777,2.2742121,2.4503894,4.323993
34.371933,17.72419,7.071214,9.843666,3.970549,2.7930753,5.349958,7.168536,4.5666513,2.2821305,2.4599771,4.3414097
33.285877,17.210127,6.8595204,9.468985,3.859449,2.7026772,5.160264,6.968699,4.4361467,2.220892,2.3858285,4.2067127
33.164463,17.152657,6.835854,9.427096,3.8470285,2.6925712,5.139057,6.946358,4.421557,2.2140458,2.3775392,4.191654
35.77574,18.38866,7.344845,10.327972,4.114155,2.9099216,5.5951524,7.426841,4.735339,2.3612862,2.5558197,4.5155168
34.309906,17.694832,7.059124,9.822268,3.964204,2.7879126,5.3391247,7.1571236,4.5591984,2.278633,2.4557424,4.3337173
34.32888,17.703814,7.062823,9.828814,3.966145,2.7894921,5.3424387,7.160615,4.5614786,2.279703,2.457038,4.336071
34.214523,17.649685,7.0405326,9.789362,3.9544468,2.7799735,5.322465,7.139573,4.547737,2.2732549,2.4492304,4.321888
34.26317,17.67271,7.050014,9.806144,3.9594228,2.7840223,5.330961,7.1485233,4.553582,2.2759976,2.4525514,4.327921
32.395195,16.788536,6.6859083,9.161703,3.7683344,2.628541,5.004694,6.8048105,4.3291187,2.1706696,2.3250184,4.0962462
32.915085,17.034618,6.7872458,9.3410635,3.821518,2.6718144,5.0955,6.9004726,4.391591,2.1999843,2.3605132,4.1607256
35.058952,18.049381,7.2051287,10.080685,4.0408297,2.8502598,5.4699554,7.29495,4.649207,2.320869,2.5068822,4.4266176
34.00906,17.552433,7.000483,9.718477,3.9334283,2.7628715,5.286577,7.1017666,4.5230474,2.2616694,2.4352026,4.296405
33.74475,17.427326,6.948964,9.627293,3.9063904,2.740872,5.2404127,7.053133,4.491287,2.246766,2.4171572,4.263624
34.853394,17.952084,7.165061,10.0097685,4.0198016,2.8331501,5.4340525,7.257127,4.624506,2.3092785,2.4928482,4.401123
33.751595,17.430565,6.9502983,9.629654,3.9070904,2.7414412,5.2416077,7.0543923,4.4921093,2.2471519,2.4176245,4.264473
34.023254,17.55915,7.00325,9.723375,3.9348807,2.7640533,5.289057,7.1043787,4.524753,2.2624698,2.4361718,4.298166
33.807144,17.456858,6.9611254,9.648817,3.9127727,2.746065,5.25131,7.0646133,4.498784,2.2502842,2.421417,4.2713623
33.84668,17.475573,6.968832,9.662457,3.9168172,2.7493558,5.258216,7.071888,4.5035353,2.2525134,2.4241161,4.276266
33.798393,17.452717,6.9594197,9.645799,3.9118776,2.7453365,5.2497816,7.063003,4.4977326,2.2497907,2.4208195,4.270277
34.42965,17.751513,7.082465,9.86358,3.9764538,2.7978797,5.3600397,7.1791573,4.5735874,2.2853851,2.4639177,4.348569
33.970985,17.53441,6.993062,9.705343,3.9295335,2.7597027,5.2799277,7.094761,4.5184727,2.2595227,2.4326034,4.291683
35.232056,18.131317,7.23887,10.140405,4.0585375,2.8646681,5.5001907,7.326802,4.6700077,2.3306298,2.5187006,4.4480867
32.276234,16.732227,6.66272,9.120663,3.756165,2.6186392,4.983916,6.7829213,4.3148236,2.1639616,2.3168964,4.081492
33.30014,17.216877,6.8623004,9.473904,3.8609078,2.7038643,5.162755,6.971323,4.4378605,2.221696,2.3868022,4.208482
33.451176,17.288368,6.891741,9.526011,3.8763585,2.716436,5.1891356,6.9991145,4.45601,2.2302125,2.3971138,4.227214
34.22068,17.6526,7.0417323,9.791486,3.9550767,2.7804859,5.3235397,7.140705,4.5484767,2.273602,2.4496508,4.3226514
34.73686,17.896923,7.1423464,9.969564,4.00788,2.82345,5.4136977,7.235684,4.6105027,2.3027074,2.484892,4.38667
35.612263,18.311281,7.31298,10.271574,4.0974317,2.8963146,5.566599,7.396761,4.7156954,2.3520682,2.5446587,4.4952416
33.37718,17.253342,6.877317,9.500483,3.8687887,2.7102768,5.1762114,6.9854984,4.447118,2.2260401,2.392062,4.2180367
33.006374,17.077827,6.8050394,9.372557,3.8308563,2.6794128,5.1114445,6.917269,4.40256,2.2051315,2.3667457,4.1720476
33.41917,17.273218,6.885502,9.51497,3.8730845,2.713772,5.1835456,6.993225,4.4521637,2.2284079,2.394929,4.2232447
31.863613,16.536922,6.5822916,8.978311,3.7139552,2.5842946,4.9118457,6.706998,4.2652416,2.1406956,2.2887254,4.030317
33.784313,17.446053,6.9566755,9.640942,3.9104376,2.744165,5.247323,7.060413,4.4960413,2.248997,2.4198585,4.2685313
34.289604,17.685223,7.055167,9.815264,3.9621272,2.786223,5.335579,7.153388,4.556759,2.2774882,2.4543562,4.3311996
33.236942,17.186964,6.8499823,9.452102,3.854443,2.698604,5.1517167,6.959695,4.4302664,2.2181325,2.3824875,4.2006435
33.226234,17.181896,6.8478947,9.448408,3.8533478,2.697713,5.1498466,6.9577246,4.42898,2.2175288,2.3817563,4.1993155
33.833237,17.469212,6.9662123,9.657821,3.9154425,2.7482371,5.255868,7.069415,4.50192,2.2517557,2.4231987,4.274599
35.34126,18.183006,7.260156,10.17808,4.069709,2.8737578,5.5192647,7.346895,4.6831303,2.3367872,2.5261564,4.461631
33.791973,17.449677,6.9581685,9.643583,3.911221,2.7448022,5.24866,7.061822,4.496961,2.2494287,2.420381,4.2694807
34.77472,17.914845,7.1497254,9.982626,4.011753,2.8266015,5.42031,7.24265,4.615052,2.304842,2.4874766,4.3913655
33.159325,17.150227,6.834853,9.425324,3.846503,2.692144,5.1381598,6.945413,4.42094,2.213756,2.3771882,4.191017
34.746063,18.088829,7.36005,9.815966,3.94206,2.80613,5.454869,7.297866,4.6091223,2.3249161,2.4766846,4.3857822
32.931576,17.042423,6.7904596,9.346752,3.823205,2.6731868,5.09838,6.9035063,4.3935723,2.2009141,2.361639,4.1627707
33.87812,17.490454,6.9749603,9.673305,3.9200337,2.7519727,5.263707,7.0776734,4.5073133,2.2542863,2.4262629,4.2801657
34.95778,18.001492,7.1854076,10.04578,4.0304794,2.8418384,5.452284,7.276334,4.6370497,2.315164,2.4999747,4.414069
37.842896,19.367111,7.747775,11.041129,4.3256187,3.0819821,5.956209,7.807204,4.983737,2.4778454,2.6969514,4.7718945
34.13752,17.613237,7.025523,9.762796,3.9465697,2.773564,5.3090153,7.125404,4.5384836,2.268913,2.443973,4.3123374
33.902885,17.502176,6.979788,9.681849,3.922567,2.754034,5.268033,7.08223,4.510289,2.2556827,2.4279537,4.283237
34.51182,17.790405,7.0984817,9.891928,3.9848595,2.804719,5.3743916,7.1942763,4.5834613,2.2900183,2.4695277,4.35876
33.621834,17.369144,6.925005,9.584887,3.8938162,2.7306406,5.218943,7.0305157,4.4765167,2.2398353,2.4087653,4.2483797
33.355125,17.242903,6.8730183,9.492874,3.8665328,2.708441,5.1723585,6.9814405,4.4444675,2.2247963,2.390556,4.215301
34.546856,17.806988,7.1053104,9.904015,3.9884434,2.8076353,5.3805113,7.2007227,4.5876713,2.2919939,2.4719198,4.363105
32.78382,16.972486,6.761659,9.295776,3.8080897,2.6608882,5.0725727,6.876319,4.3758173,2.1925826,2.3515513,4.1444454
33.229584,17.183481,6.848548,9.449564,3.8536901,2.6979918,5.1504316,6.9583406,4.4293823,2.2177176,2.3819852,4.199731
33.421764,17.274445,6.8860073,9.515863,3.8733497,2.7139878,5.183998,6.9937024,4.4524755,2.228554,2.3951058,4.223566
34.63104,17.846836,7.1217194,9.933058,3.997055,2.8146422,5.395215,7.2162127,4.597787,2.2967405,2.4776673,4.3735456
33.953552,17.52616,6.989664,9.699329,3.9277503,2.7582517,5.276883,7.0915537,4.5163774,2.2585397,2.4314132,4.289521
35.185577,18.109316,7.2298098,10.124369,4.0537825,2.8607993,5.492072,7.318249,4.6644225,2.328009,2.5155272,4.442322
34.022102,17.558605,7.003025,9.722977,3.9347625,2.763957,5.2888556,7.104166,4.5246143,2.262405,2.4360929,4.2980223
33.745667,17.42776,6.9491425,9.627609,3.9064841,2.740948,5.2405725,7.053302,4.491397,2.2468176,2.4172199,4.2637377
34.305843,17.69291,7.0583324,9.820867,3.9637885,2.7875745,5.338415,7.156376,4.55871,2.278404,2.455465,4.333214
34.494164,17.782047,7.0950394,9.885836,3.983053,2.8032494,5.3713074,7.1910267,4.5813394,2.2890227,2.4683223,4.35657
33.538643,17.32977,6.9087896,9.556187,3.8853061,2.7237163,5.204413,7.0152087,4.4665203,2.2351444,2.4030857,4.238062
33.19686,17.167992,6.8421693,9.438274,3.8503428,2.6952682,5.1447163,6.95232,4.4254503,2.2158725,2.379751,4.1956725
33.682846,17.398026,6.9368973,9.605936,3.9000576,2.7357192,5.2296,7.0417423,4.483848,2.2432754,2.412931,4.2559466
33.520287,17.32108,6.9052114,9.549853,3.883428,2.7221885,5.201206,7.0118303,4.4643145,2.2341094,2.401832,4.235785
34.56565,17.815884,7.108974,9.910498,3.990366,2.8091996,5.383794,7.2041807,4.5899296,2.2930536,2.4732027,4.3654356
33.70026,17.406267,6.9402924,9.611944,3.9018393,2.7371686,5.2326417,7.0449467,4.485941,2.2442575,2.4141197,4.258106
34.05564,17.57448,7.0095625,9.734548,3.9381933,2.7667487,5.2947135,7.1103373,4.5286446,2.264296,2.4383826,4.302182
33.674496,17.394073,6.9352703,9.603056,3.8992033,2.735024,5.228142,7.040206,4.482845,2.2428045,2.4123607,4.254911
33.630993,17.373482,6.92679,9.588047,3.8947532,2.731403,5.220543,7.0322013,4.4776173,2.2403517,2.4093907,4.2495155
34.917908,17.98262,7.177636,10.032024,4.0264006,2.8385196,5.44532,7.268997,4.6322584,2.312916,2.4972525,4.4091244
34.15426,17.62116,7.0287857,9.768571,3.9482818,2.7749574,5.311939,7.128484,4.5404954,2.2698567,2.4451158,4.3144135
36.81038,18.878387,7.5465174,10.684917,4.2199955,2.9960403,5.7758665,7.617218,4.859666,2.4196258,2.6264582,4.6438375
33.569057,17.344164,6.9147177,9.566679,3.8884172,2.7262478,5.2097254,7.020805,4.470175,2.2368593,2.405162,4.2418337
34.404415,17.739567,7.077546,9.854874,3.9738722,2.7957792,5.355632,7.174513,4.5705547,2.283962,2.462195,4.345439
34.349174,17.71342,7.0667787,9.835815,3.9682212,2.791181,5.3459835,7.1643486,4.563917,2.2808473,2.4584234,4.3385878
35.2091,18.12045,7.234395,10.132484,4.0561886,2.8627572,5.4961805,7.3225775,4.6672487,2.3293352,2.5171332,4.445239
33.07762,17.111553,6.818927,9.397137,3.8381448,2.685343,5.123889,6.930379,4.411122,2.2091491,2.3716102,4.180884
34.40296,17.738878,7.0772624,9.854371,3.9737234,2.795658,5.3553777,7.174246,4.57038,2.28388,2.4620955,4.3452587
33.293266,17.213623,6.860961,9.471533,3.8602047,2.7032924,5.1615543,6.9700584,4.4370346,2.2213085,2.386333,4.207629
39.09384,19.959229,7.9916105,11.472699,4.4535875,3.1861053,6.1747046,8.037382,5.1340566,2.5483818,2.7823582,4.927043
33.31899,17.2258,6.8659744,9.480408,3.8628361,2.7054334,5.166047,6.9747915,4.4401255,2.222759,2.3880892,4.2108192
33.316277,17.224516,6.865446,9.479471,3.8625588,2.7052076,5.1655736,6.9742928,4.4398,2.222606,2.387904,4.210483
35.009354,18.025904,7.1954603,10.063574,4.0357556,2.8461313,5.4612923,7.285824,4.6432467,2.3180723,2.503496,4.420466
35.02209,18.05384,7.114298,9.917307,4.129181,2.9788895,5.5096087,7.316064,4.784827,2.3768442,2.5329747,4.2966557
36.150116,18.565865,7.417819,10.45713,4.1524525,2.9410834,5.6605425,7.495728,4.780326,2.382396,2.58138,4.561949
34.18483,17.63563,7.0347443,9.779118,3.9514089,2.7775016,5.317278,7.1341085,4.5441685,2.2715805,2.4472027,4.318205
37.613983,21.470325,10.24915,9.113498,3.514956,2.8496573,6.38276,8.478367,4.926909,2.7207036,2.5771341,4.7195797
33.902878,17.502174,6.979787,9.681847,3.9225664,2.7540336,5.268032,7.082229,4.5102882,2.2556825,2.4279532,4.283236
34.1042,17.597466,7.0190277,9.751301,3.943161,2.7707906,5.303195,7.1192727,4.5344796,2.267034,2.441698,4.3082047
34.102234,17.596535,7.0186453,9.750623,3.94296,2.770627,5.3028517,7.1189113,4.5342436,2.2669234,2.441564,4.3079615
34.704742,17.881723,7.1360865,9.958485,4.004595,2.8207772,5.4080887,7.229775,4.6066437,2.3008966,2.4826994,4.382687
34.101807,17.596333,7.0185614,9.750475,3.9429162,2.7705913,5.3027773,7.1188326,4.534192,2.266899,2.4415348,4.307908
35.62523,18.31742,7.315508,10.276048,4.098758,2.8973942,5.568864,7.399147,4.7172537,2.3527994,2.5455441,4.49685
33.792393,17.449877,6.95825,9.643728,3.911264,2.7448373,5.2487335,7.061899,4.4970117,2.2494524,2.42041,4.269533
34.319443,17.699347,7.0609827,9.825558,3.9651794,2.7887063,5.34079,7.158878,4.560344,2.2791708,2.4563932,4.3349
34.20681,17.646034,7.039029,9.786701,3.9536576,2.7793314,5.3211174,7.1381536,4.54681,2.27282,2.4487038,4.320931
31.98454,16.594162,6.6058636,9.020031,3.726326,2.59436,4.9329677,6.729249,4.2797728,2.1475143,2.2969818,4.0453153
34.359253,17.71819,7.0687428,9.839292,3.9692519,2.7920198,5.347743,7.1662025,4.565128,2.2814155,2.4591112,4.339837
31.811771,16.512383,6.5721874,8.960426,3.708652,2.5799794,4.902791,6.6974587,4.2590117,2.1377723,2.2851863,4.0238876
33.21067,17.17453,6.844861,9.443039,3.8517556,2.6964176,5.147128,6.9548607,4.4271097,2.2166514,2.380694,4.1973853
34.333168,17.705845,7.0636587,9.830294,3.9665837,2.789849,5.343188,7.1614037,4.5619936,2.279945,2.4573307,4.3366027
34.35585,17.71658,7.068079,9.838118,3.9689038,2.7917366,5.347149,7.165577,4.564719,2.2812235,2.458879,4.3394156
34.167076,17.627228,7.0312843,9.772993,3.949593,2.7760243,5.3141775,7.130842,4.5420356,2.2705796,2.445991,4.3160033
34.380394,17.728197,7.072864,9.846586,3.971415,2.7937799,5.3514366,7.1700935,4.567669,2.2826078,2.460555,4.3424597
35.381172,18.201897,7.2679358,10.191849,4.0737915,2.8770797,5.5262356,7.3542395,4.6879263,2.339038,2.528881,4.4665804
36.324524,18.648418,7.4518147,10.517301,4.170294,2.9556003,5.6910057,7.5278196,4.801284,2.39223,2.5932875,4.58358
33.461628,17.293314,6.893778,9.529617,3.8774276,2.717306,5.190961,7.0010376,4.457266,2.2308018,2.3978276,4.22851
33.858913,17.481363,6.9712167,9.666678,3.918069,2.7503743,5.2603526,7.0741396,4.5050054,2.2532034,2.4249516,4.2777834
34.43268,17.752945,7.083055,9.864624,3.9767632,2.7981315,5.360568,7.1797137,4.5739512,2.2855558,2.4641244,4.348944
35.15795,18.09624,7.2244253,10.114838,4.0509567,2.8584998,5.4872465,7.3131657,4.661103,2.326451,2.513641,4.438895
33.78598,17.446842,6.9570007,9.641517,3.910608,2.7443035,5.247614,7.0607195,4.4962416,2.249091,2.4199722,4.268738
33.914406,17.50763,6.9820337,9.685823,3.9237456,2.7549932,5.2700453,7.0843506,4.511674,2.2563324,2.4287405,4.284666
33.96066,17.529522,6.991049,9.701779,3.928477,2.758843,5.278124,7.0928607,4.517231,2.2589402,2.431898,4.290402
34.56958,17.817745,7.1097403,9.911854,3.990768,2.8095267,5.3844805,7.2049046,4.590402,2.293275,2.4734712,4.3659234
35.05516,18.047585,7.2043896,10.079376,4.0404415,2.849944,5.4692936,7.2942524,4.6487513,2.3206553,2.5066233,4.4261475
35.262363,18.14566,7.2447777,10.15086,4.061638,2.8671908,5.505484,7.3323784,4.67365,2.3323386,2.5207698,4.451845
34.059544,17.576328,7.0103235,9.735895,3.938593,2.7670736,5.295396,7.1110563,4.529114,2.264516,2.4386492,4.3026667
37.003387,18.969746,7.584138,10.751503,4.2397394,3.0121052,5.8095775,7.652732,4.8828583,2.4305086,2.6396353,4.667775
34.093807,17.592546,7.0170026,9.747715,3.942098,2.7699256,5.30138,7.1173606,4.5332313,2.266448,2.4409885,4.306916
34.196342,17.641079,7.0369883,9.783089,3.9525867,2.77846,5.3192887,7.1362267,4.545552,2.2722297,2.447989,4.3196325
35.435936,18.22782,7.27861,10.210741,4.079394,2.881638,5.535801,7.364316,4.6945066,2.342126,2.5326202,4.4733725
